makeid,modelid,manufacturerid,VIN,batteryinfo,batterytype,bedtype,bodycabtype,bodyclass,enginecylinders,destinationmarket,displacementcc,displacementci,displacementl,doors,drivetype,driverassist,enginecycles,enginemodel,enginekw,entertainmentsystem,fueltypeprimary,gvwr,make,manufacturer,model,modelyear,plantcity,seats,series,steeringlocation,transmissionstyle,trim,vehicletype,windows,axles,brakesystemtype,batterycells,bedlengthin,brakesystemdesc,curbweightlb,airbagloccurtain,airbaglocseatcushion,batterya,batteryv,batterykwh,wheelbasetype,seatrows,valvetraindesign,transmissionspeeds,engineconfiguration,airbaglocfront,fueltypesecondary,fuelinjectiontype,airbaglocknee,enginehp,evdriveunit,plantcountry,plantcompanyname,plantstate,pretensioner,seatbeltsall,adaptivecruisecontrol,adaptiveheadlights,abs,cib,blindspotmon,ncsabodytype,ncsamake,ncsamodel,esc,tractioncontrol,forwardcollisionwarning,lanedeparturewarning,lanekeepsystem,rearvisibilitysystem,parkassist,airbaglocside,trim2,series2,wheelbaseshort,wheelbaselong,note,wheels,trailertype,trailerbodytype,trailerlength,wheelsizefront,wheelsizerear,otherrestraintsysteminfo,coolingtype,enginehp_to,electrificationlevel,chargerlevel,chargerpowerkw,otherengineinfo,batterya_to,batteryv_to,batterykwh_to,turbo,baseprice,batterymodules,batterypacks,topspeedmph,suggestedvin,errorcode,possiblevalues,axleconfiguration,enginemanufacturer,buslength,busfloorconfigtype,bustype,otherbusinfo,custommotorcycletype,motorcyclesuspensiontype,motorcyclechassistype,othermotorcycleinfo,othertrailerinfo,additionalerrortext,cashforclunkers,trackwidth,tpms,activesafetysysnote,dynamicbrakesupport,pedestrianautomaticemergencybraking,autoreversesystem,automaticpedestrianalertingsound,can_aacn,edr,keylessignition,daytimerunninglight,lowerbeamheadlamplightsource,semiautomaticheadlampbeamswitching,adaptivedrivingbeam,saeautomationlevel,saeautomationlevel_to,rearcrosstrafficalert,gcwr,gcwr_to,ncsanote,ncsamappingexception,ncsamapexcapprovedon,ncsamapexcapprovedby,gvwr_to,errortext,rearautomaticemergencybraking,blindspotintervention,lanecenteringassistance,nonlanduse,vehicledescriptor
467,1850,984,2GCEK13M6716,,,,,Pickup,8,,5300,323.425844,5.3,4,4WD/4-Wheel Drive/4x4,,,LH6,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",CHEVROLET,GENERAL MOTORS LLC,Silverado,2007,OSHAWA TRUCK,,1/2 Ton,,,LS,TRUCK,,,Hydraulic,,,,,,,,,,,,Overhead Valve (OHV),,V-Shaped,,,Sequential Fuel Injection (SFI),,,,CANADA,NA-Canada Truck,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,Active Fuel Mgt. HO,,,,,,,,,,6,,,GM,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,2GCEK13M*71
3888,11136,4249,1HD1FRW1X1Y6,,,Not Applicable,Not Applicable,Motorcycle - Touring / Sport Touring,2,,1450,88.4844289,1.45,,,,4,,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HARLEY DAVIDSON,HARLEY-DAVIDSON MOTOR COMPANY,FLHRCI / Road King Classic,2001,YORK,,,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,V-Shaped,,,,,71,,UNITED STATES (USA),,PENNSYLVANIA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,Regular Introduction Date,,Not Applicable,Not Applicable,,,,,,,,,,Twin Cam 88 Fuel Injected Engine,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,Heavyweight Motorcycle: 901cm3 or larger,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,1HD1FRW1*1Y
460,1800,976,1FMYU70EX1UA,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,4000,244.094976,4,2,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",FORD,FORD MOTOR COMPANY,Explorer,2001,LOUISVILLE,,,,,Sport,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,Single Overhead Cam (SOHC),,V-Shaped,1st Row (Driver and Passenger),,,,205,,UNITED STATES (USA),,KENTUCKY,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,EFI,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FMYU70E*1U
467,8834,984,1G1JC5246W72,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2200,134.252237,2.2,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",CHEVROLET,GENERAL MOTORS LLC,Cavalier,1998,LORDSTOWN,,,,,,PASSENGER CAR,4,,,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),NA-GM Corp,OHIO,,Manual,,,,,,,,,,,,,,,,,,,,,"Body Type: Sedan, 4-6 Window, Notchback (GM codes: 19, 69)",,Not Applicable,Not Applicable,,,,,,,,,,"Name Plate: Chev, Pont",,,,,,,,,,6,,,LAN,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1G1JC524*W7
567,2914,1132,5VPGB36N6B30,,,Not Applicable,Not Applicable,Motorcycle - Standard,,U.S.,1731,105.632101,1.731,,,,,,,,,"Class 1A: 3,000 lb or less (1,360 kg or less)",VICTORY,POLARIS INDUSTRIES INC.,Vegas,2011,SPIRIT LAKE,,,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,78,,UNITED STATES (USA),,IOWA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,,94,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,5VPGB36N*B3
460,1801,976,1FTZX1720YNB,,,,Extra/Super/Quad/Double/King/Extended,Pickup,6,,4200,256.299725,4.2,,4x2,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",FORD,FORD MOTOR COMPANY,F-150,2000,NORFOLK,,,,,,TRUCK,,,Hydraulic,,,,,,,,,,,,Overhead Valve (OHV),,V-Shaped,1st Row (Driver and Passenger),,,,200,,UNITED STATES (USA),,VIRGINIA,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,210,,,,EFI,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTZX172*YN
460,1801,976,1FTEF15N3SLB,,,,Regular,Pickup,8,,5000,302,5,,4x2,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",FORD,FORD MOTOR COMPANY,F-150,1995,WAYNE,,,,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,195,,UNITED STATES (USA),Michigan Truck,MICHIGAN,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,205,,,,Fuel Injection Type: Electronic Fuel Injection,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTEF15N*SL
476,14869,994,1B7KM26C5NS5,,,,,Pickup,6,,5900,360.04009,5.9,,4WD/4-Wheel Drive/4x4,,,,,,Diesel,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",DODGE,FCA US LLC,W-Series,1992,WARREN,,,,,W200,TRUCK,,,,,,,,,,,,,,,,,In-Line,,,,,,,UNITED STATES (USA),Dodge City Assembly,MICHIGAN,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,Yes,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1B7KM26C*NS
460,1801,976,1FTEF14N4PLA,,,,Regular,Pickup,8,,4948.89333,302,5,,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",FORD,FORD MOTOR COMPANY,F-150,1993,WAYNE,,,,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,195,,UNITED STATES (USA),Michigan Truck,MICHIGAN,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,205,,,,Fuel Injection Type: Electronic Fuel Injection,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTEF14N*PL
472,1857,984,2GTEC19R0T15,,,,Extra/Super/Quad/Double/King/Extended,Pickup,8,,5700,347.835341,5.7,,4x2,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",GMC,GENERAL MOTORS LLC,Sierra,1996,OSHAWA TRUCK,,1/2 Ton Nominal,,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,CANADA,NA-Canada - Truck,ONTARIO,,,,,,,,,,,,,,,,,,,,Conventional Cab,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,WRN,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,2GTEC19R*T1
460,1800,976,1FMZU34E6WZB,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3949.28242,241,4,4,,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",FORD,FORD MOTOR COMPANY,Explorer,1998,HAZELWOOD (ST. LOUIS),,,,,XL,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,Single Overhead Cam (SOHC),,V-Shaped,1st Row (Driver and Passenger),,,,205,,UNITED STATES (USA),,MISSOURI,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,EFI: Electronic Fuel Injection,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FMZU34E*WZ
475,1872,987,JH4KA9642WC0,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3474.05757,212,3.47405757,4,,,,C35A1,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",ACURA,"HONDA MOTOR CO., LTD.",RL,1998,SAYAMA,,,,Automatic,w/Leather seats,PASSENGER CAR,,,,,,,,,,,,,,,Single Overhead Cam (SOHC),4,V-Shaped,1st Row (Driver and Passenger),,,,210,,JAPAN,,SAITAMA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,JH4KA964*WC
448,2467,1090,5TFHY5F11BX1,,,,Crew/Super Crew/Crew Max,Pickup,8,,5700,347.835341,5.7,,4WD/4-Wheel Drive/4x4,,,3UR-FE,,,Gasoline,"Class 2: 6,001 - 10,000 lb (2,722 - 4,536 kg)",TOYOTA,"TOYOTA MOTOR MANUFACTURING, TEXAS, INC.",Tundra,2011,SAN ANTONIO,,GSK50L/UPK50L/USK50L/GSK51L/UPK51L/USK51L/UPK52L/USK52L/UPK55L/USK55LUPK56L/USK56L/UPK57L/USK57L,,,Limited,TRUCK,,,,,,,,All Rows,,,,,Long,,,,V-Shaped,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),381,,UNITED STATES (USA),"Toyota Motor Manufacturing, Texas, Inc.",TEXAS,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,PORT,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,5TFHY5F1*BX
460,1799,976,1FMPU16596LA,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,5400,329.528218,5.4,4,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",FORD,FORD MOTOR COMPANY,Expedition,2006,WAYNE,,XLT,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,Single Overhead Cam (SOHC),,V-Shaped,1st Row (Driver and Passenger),,,,300,,UNITED STATES (USA),Michigan Truck,MICHIGAN,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FMPU165*6L
474,33503,987,JH2PC4049BK4,,,Not Applicable,Not Applicable,Motorcycle - Sport,4,49 States (Except California),599,36.5532227,0.599,,,,4,PC40E-2200001,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HONDA,"HONDA MOTOR CO., LTD.",CBR600RR,2011,KUMAMOTO,,,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,113,,JAPAN,KUMAMOTO FACTORY,KIKUCHI,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,JH2PC404*BK
476,1938,1002,3B7HF13Z7VG8,,,,,Pickup,8,,5900,360.04009,5.9,,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,CHRYSLER DE MEXICO TOLUCA,Ram,1997,SALTILLO,,,,,1500,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,,,MEXICO,Saltillo Assembly,COAHUILA,,,,,,,,,,,,,,,,,,,,,,,"Cab Type: Club Cab,",,Not Applicable,Not Applicable,,,,,,,,,,Electronic fuel injection-LDC,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,3B7HF13Z*VG
460,1801,976,1FTRF12W49KA,,,,Regular,Pickup,8,,4600,280.709223,4.6,,4x2,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",FORD,FORD MOTOR COMPANY,F-150,2009,KANSAS CITY,,,,,,TRUCK,,,Hydraulic,,,,,1st Row (Driver and Passenger),,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,248,,UNITED STATES (USA),,MISSOURI,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,Styleside,,Not Applicable,Not Applicable,,,,,,,,,,2V,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTRF12W*9K
460,1778,977,2FAFP71W01X1,,,Not Applicable,Not Applicable,Sedan/Saloon,8,,4600,280.709223,4.6,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",FORD,"FORD MOTOR COMPANY OF CANADA, LTD.",Crown Victoria,2001,TALBOTVILLE,,,,,,PASSENGER CAR,,,,,,,,,,,,,,,Single Overhead Cam (SOHC),,V-Shaped,1st Row (Driver and Passenger),,,,190,,CANADA,,ONTARIO,,Manual,,,,,,,,,,,,,,,,,,Police Interceptor,,,,,Not Applicable,Not Applicable,,,,,,210,,,,"EFI, Romeo Engine Plant",,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,2FAFP71W*1X
483,1945,994,1J4FJ58S0ML5,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,4000,244.094976,4,4,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",JEEP,FCA US LLC,Cherokee,1991,TOLEDO,,,Left-Hand Drive (LHD),,LAREDO,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,,,,,,,,,,In-Line,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),Toledo Assembly # 1,OHIO,,Manual,,,,,,,,,,,,,,,,,,,,,Right Hand Drive - Europe,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1J4FJ58S*ML
498,2057,15984,KM8SB12B53U5,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,2400,146.456986,2.4,,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",HYUNDAI,HYUNDAI MOTOR CO,Santa Fe,2003,ULSAN,,,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,,,,,,,,,,,,,,,,,SOUTH KOREA,,,,,,,,,,,,,,,,,,,,,,Wagon Body Type,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,KM8SB12B*3U
460,1778,977,2FAFP71W21X1,,,Not Applicable,Not Applicable,Sedan/Saloon,8,,4600,280.709223,4.6,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",FORD,"FORD MOTOR COMPANY OF CANADA, LTD.",Crown Victoria,2001,TALBOTVILLE,,,,,,PASSENGER CAR,,,,,,,,,,,,,,,Single Overhead Cam (SOHC),,V-Shaped,1st Row (Driver and Passenger),,,,190,,CANADA,,ONTARIO,,Manual,,,,,,,,,,,,,,,,,,Police Interceptor,,,,,Not Applicable,Not Applicable,,,,,,210,,,,"EFI, Romeo Engine Plant",,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,2FAFP71W*1X
467,1850,984,1GCHK24U52Z1,,,,,Pickup,8,,6000,366.142465,6,2,4WD/4-Wheel Drive/4x4,,,LQ4,,,Gasoline,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",CHEVROLET,GENERAL MOTORS LLC,Silverado,2002,ROANOKE,,2500 (3/4 Ton),,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),Fort Wayne Assembly,INDIANA,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,Iron,,,,,,,,,,6,,,GM,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GCHK24U*2Z
481,2166,1054,4A3AC34G23E0,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,4,,2400,146.456986,2.4,3,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",MITSUBISHI,MITSUBISHI MOTORS NORTH AMERICA,Eclipse,2003,BLOOMINGTON-NORMAL,,MEDIUM,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),,ILLINOIS,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,4A3AC34G*3E
476,5879,994,1B3EJ46X8YN1,,,Not Applicable,Not Applicable,Sedan/Saloon,4,"U.S., Canada",2400,146.456986,2.4,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",DODGE,FCA US LLC,Stratus,2000,STERLING HEIGHTS,,JA,,,Base,PASSENGER CAR,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),STERLING HEIGHTS ASSEMBLY PLANT,MICHIGAN,,Manual,,,,,,,,,,,,,,,,,,H Series,,,,,Not Applicable,Not Applicable,,,,CGW ( Except LH),,,,,,"Engine Info: 16V , Sales Code: EDZ",,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1B3EJ46X*YN
480,2305,996,JNKBV61E38M2,,,Not Applicable,Not Applicable,Sedan/Saloon,,,3500,213.583104,3.5,4,4x2,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",INFINITI,"NISSAN MOTOR COMPANY, LTD",G35,2008,TOCHIGI,,,,,,PASSENGER CAR,,,,,,,,1st Row (Driver and Passenger),,,,,,,,,,1st Row (Driver and Passenger),,,,,,JAPAN,Tochigi Plant,KAMINOKAWA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,JNKBV61E*8M
476,14832,995,2C4RDGCG3CR2,,,,,Minivan,6,,3600,219.685479,3.6,4,FWD/Front-Wheel Drive,,,,,,Flexible Fuel Vehicle (FFV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,FCA CANADA INC.,Grand Caravan,2012,,,RT,Left-Hand Drive (LHD),,SXT,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,283,,CANADA,Windsor Assembly,ONTARIO,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,Active Seat Belt,,,,,,Gas/Flex Fuel(50-St.),,,,No,,,,,,6,,,Chrysler,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,2C4RDGCG*CR
448,2208,1085,2T1BR32E58C8,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,1800,109.842739,1.8,4,4x2,,,IZZ-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,TOYOTA MOTOR MANUFACTURING CANADA,Corolla,2008,CAMBRIDGE,,ZZE130L,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,,126,,CANADA,"Toyota Motor Manufacturing, Canada, Inc.",ONTARIO,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,2T1BR32E*8C
476,3508,994,1B4HS28N21F6,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,4700,286.811597,4.7,4,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,FCA US LLC,Durango,2001,NEWARK,,AN/DN,,,Base,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),Newark Assembly,DELAWARE,,,,,,,,,,,,,,,,,,,,L Series,,,,,Not Applicable,Not Applicable,,,,,,,,,,Sales Code: EVA,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1B4HS28N*1F
536,8840,984,1G2NW12T1WC7,,,Not Applicable,Not Applicable,Coupe,4,,2400,146.456986,2.4,2,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",PONTIAC,GENERAL MOTORS LLC,Grand AM,1998,LANSING - SOUTH PLANT,,GT,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),NA-GM Corp,MICHIGAN,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,"Name Plate: Chev, Pont, Olds, Buick, Toyota",,,,,,,,,,6,,,LAN,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1G2NW12T*WC
